time,Test_id,BL_x,BL_y,BL_z,BP_x,BP_y,BP_z,AP_x,AP_y,AP_z,AL_x,AL_y,AL_z
2021-01-02 12:37:00,2,0.16736,0.12268,0.10113,0.18831,0.12662,0.17535,3.15701,1.10873,1.07129,2.62602,1.09714,1.83637
2021-01-02 12:37:00,2,0.16741,0.13893,0.13443,0.25421,0.13064,0.13514,3.14073,0.8637,0.99891,2.83471,0.92566,1.7731
2021-01-02 12:37:00,2,0.13725,0.12005,0.12377,0.20987,0.15399,0.2072,2.46585,1.47089,1.08726,3.09528,0.5991,2.16725
2021-01-02 12:37:00,2,0.16699,0.15795,0.1167,0.22512,0.11543,0.12403,2.60476,1.74278,0.99806,3.21533,0.6787,2.13359
2021-01-02 12:37:00,2,0.20311,0.17667,0.14154,0.17342,0.17959,0.21878,2.90021,1.27381,0.85647,2.54961,0.86514,1.80703
2021-01-02 12:37:00,2,0.15485,0.14416,0.12373,0.23427,0.15303,0.13102,2.9622,0.69008,0.89794,2.50603,1.08232,1.8197
2021-01-02 12:37:00,2,0.14358,0.1184,0.12272,0.26238,0.14409,0.15394,2.63369,1.50574,0.87995,3.14963,0.81348,2.12879
2021-01-02 12:37:00,2,0.16131,0.1577,0.13635,0.18956,0.15158,0.14773,2.06186,1.48089,0.90396,2.9136,0.81473,2.25052
2021-01-02 12:37:00,2,0.18605,0.1421,0.10842,0.1534,0.13432,0.14866,2.83438,1.24719,0.8964,2.43171,1.26732,1.92174
2021-01-02 12:37:00,2,0.19022,0.13432,0.12188,0.2147,0.17994,0.15544,2.93104,0.89415,0.7514,2.66885,1.01675,1.85151
2021-01-02 12:37:00,2,0.17341,0.11151,0.17839,0.24514,0.13182,0.14059,2.32254,1.297,0.91942,3.07961,0.59899,2.08474
2021-01-02 12:37:00,2,0.14915,0.10033,0.11007,0.13259,0.12033,0.13186,2.03011,1.65081,0.89981,3.03029,0.63534,2.1163
2021-01-02 12:37:00,2,0.15844,0.12322,0.10996,0.14358,0.13124,0.15299,2.8905,1.42609,0.76227,2.75385,0.89618,1.91602
2021-01-02 12:37:00,2,0.16493,0.11362,0.11879,0.21517,0.1696,0.14469,2.91361,0.64752,0.90985,2.47726,0.98718,1.74683
2021-01-02 12:37:00,2,0.15419,0.15937,0.12666,0.25828,0.15417,0.12539,2.60513,1.44575,0.87679,3.05608,0.74519,2.21414
2021-01-02 12:37:00,2,0.16526,0.11733,0.12586,0.27767,0.14114,0.12188,2.01459,1.61786,0.8344,2.86225,0.82114,2.23053
2021-01-02 12:37:00,2,0.14104,0.16901,0.14875,0.17927,0.15835,0.13366,2.77063,1.09704,0.78759,2.48637,1.20248,1.87129
2021-01-02 12:38:00,2,0.13398,0.12353,0.13468,0.24387,0.13466,0.16505,3.13946,0.93155,0.78233,2.46096,1.04783,1.88614
2021-01-02 12:38:00,2,0.14622,0.13529,0.11294,0.28127,0.11076,0.16249,2.28155,1.1784,0.89429,3.01316,0.65626,2.03473
2021-01-02 12:38:00,2,0.15163,0.1853,0.15078,0.17876,0.16586,0.16093,2.18775,1.74939,0.81523,3.22067,0.86633,2.14328
2021-01-02 12:38:00,2,0.16096,0.1577,0.14919,0.14546,0.12107,0.11444,0.96458,0.9593,0.53753,2.89765,0.77707,1.94203
2021-01-02 12:38:00,4a,0.20909,0.16075,0.11081,0.12798,0.14387,0.10481,1.20895,0.80161,0.40369,2.97761,0.76497,1.95213
2021-01-02 12:38:00,4a,0.20709,0.11538,0.14184,0.16736,0.15762,0.1512,1.38585,0.41532,0.31587,2.62803,0.94464,1.90061
2021-01-02 12:38:00,4a,0.13125,0.09903,0.13214,0.16195,0.13133,0.17198,1.43608,0.8378,0.40705,2.67186,0.88337,1.95723
2021-01-02 12:38:00,4a,0.15806,0.1196,0.1566,0.19545,0.15646,0.14016,0.9533,0.76142,0.41543,2.75297,0.95888,2.04743
2021-01-02 12:38:00,4a,0.21878,0.12883,0.10221,0.17278,0.13447,0.11515,1.01629,0.71595,0.48519,2.52075,0.99146,2.09256
2021-01-02 12:38:00,4a,0.16648,0.14113,0.11885,0.17054,0.13422,0.13671,1.24089,0.59456,0.38741,2.77333,0.87622,1.99971
2021-01-02 12:38:00,4a,0.13491,0.14524,0.14251,0.15764,0.15549,0.10523,1.49795,0.45288,0.28677,2.92892,0.78874,1.92013
2021-01-02 12:38:00,4a,0.14233,0.15958,0.13341,0.1862,0.13287,0.14513,1.01424,0.94409,0.5385,2.96844,0.73101,1.93323
2021-01-02 12:38:00,4a,0.17585,0.14255,0.1366,0.16972,0.14818,0.14956,1.08856,0.94096,0.50411,2.8621,0.77046,1.96397
2021-01-02 12:38:00,4a,0.16657,0.151,0.13198,0.12327,0.13436,0.12251,1.07589,0.87208,0.33944,2.73,0.85769,1.94087
2021-01-02 12:38:00,4a,0.18324,0.19303,0.14657,0.13398,0.10953,0.12867,1.08453,0.3861,0.30565,2.73361,0.92476,1.82748
2021-01-02 12:38:00,4a,0.1542,0.13172,0.16039,0.19826,0.14086,0.20424,1.17242,0.66721,0.34233,2.74887,0.83772,2.13284
2021-01-02 12:38:00,4a,0.19717,0.13548,0.12346,0.18339,0.16178,0.13112,1.07295,0.82211,0.49707,2.87101,0.87771,2.08589
2021-01-02 12:38:00,4a,0.15556,0.15567,0.1435,0.14165,0.16133,0.17724,0.97777,0.69385,0.43747,2.70743,1.10992,2.0733
2021-01-02 12:38:00,4a,0.12055,0.16335,0.13784,0.13328,0.10812,0.12016,1.28195,0.52253,0.41261,2.93182,0.974,1.98933
2021-01-02 12:38:00,4a,0.1438,0.18447,0.14572,0.17799,0.11439,0.12876,1.4336,0.44982,0.30661,2.69312,0.7846,1.86077
2021-01-02 12:38:00,4a,0.18938,0.14586,0.12928,0.16564,0.14208,0.13622,1.19937,0.71957,0.36772,2.96514,0.71114,1.90055
2021-01-02 12:38:00,4a,0.18085,0.13832,0.10626,0.17249,0.1311,0.12626,1.13269,0.97802,0.4752,2.98676,0.66776,1.98316
2021-01-02 12:38:00,4a,0.18109,0.1541,0.11416,0.15647,0.147,0.16167,1.09028,0.96628,0.46734,2.68337,0.77072,2.02344
2021-01-02 12:38:00,4a,0.14555,0.15164,0.13396,0.1098,0.18434,0.11649,1.12554,0.64039,0.34416,2.62386,0.89363,1.95155
2021-01-02 12:38:00,4a,0.15094,0.14923,0.10887,0.1546,0.16386,0.11276,1.51599,0.70327,0.44522,2.81826,0.90348,1.99774
2021-01-02 12:38:00,4a,0.1766,0.13451,0.13024,0.12941,0.20733,0.14161,1.31619,0.85416,0.4042,2.74717,0.96791,2.07238
2021-01-02 12:38:00,4a,0.18517,0.11283,0.09422,0.19261,0.13435,0.1182,1.00747,0.82933,0.45055,2.87657,0.93304,2.10833
2021-01-02 12:38:00,4a,0.1412,0.15913,0.12705,0.16314,0.13318,0.12753,1.18574,0.72744,0.42397,2.72722,0.95342,2.09083
2021-01-02 12:39:00,4a,0.16832,0.11744,0.11569,0.16979,0.15214,0.13135,1.39098,0.43956,0.32884,3.04311,0.8879,1.95831
2021-01-02 12:39:00,4a,0.10366,0.14952,0.11381,0.20146,0.13847,0.13553,1.15348,0.59623,0.30586,2.99017,0.70426,1.85346
2021-01-02 12:39:00,4a,0.20422,0.10471,0.11339,0.20009,0.13735,0.1103,1.04121,0.89945,0.47933,2.89362,0.74165,1.99034
2021-01-02 12:39:00,4a,0.1757,0.13414,0.12902,0.13511,0.12186,0.141,0.94149,1.09239,0.58258,2.69881,0.87383,1.99091
2021-01-02 12:39:00,4a,0.18256,0.16101,0.12996,0.16454,0.13689,0.1291,1.12512,0.82942,0.36966,2.81158,0.87155,1.92068
2021-01-02 12:39:00,4a,0.16291,0.09104,0.12579,0.1554,0.15295,0.12146,1.42727,0.47456,0.35137,2.62495,0.99806,1.88066
2021-01-02 12:39:00,4a,0.16956,0.14716,0.12862,0.21406,0.14004,0.14157,1.47904,0.61518,0.34352,2.36356,0.9699,2.05204
2021-01-02 12:39:00,4a,0.18485,0.15052,0.10876,0.197,0.10356,0.13684,0.9203,0.68117,0.3952,2.72772,0.85864,1.84857
2021-01-02 12:39:00,4a,0.19437,0.14803,0.11074,0.15079,0.19224,0.15472,1.56465,0.36147,0.28604,2.79179,0.79253,1.71439
2021-01-02 12:39:00,4a,0.10779,0.11583,0.13077,0.18323,0.13932,0.15664,1.11732,0.46122,0.28455,2.86314,0.71042,1.77503
2021-01-02 12:39:00,4a,0.16604,0.16955,0.11831,0.2176,0.14086,0.11958,1.13457,0.6656,0.41684,2.85204,0.76948,2.01572
2021-01-02 12:39:00,4a,0.16744,0.12242,0.11303,0.18738,0.14866,0.12674,1.05107,0.91436,0.48049,2.91096,0.67474,1.93437
2021-01-02 12:39:00,4a,0.23172,0.11296,0.12555,0.15544,0.141,0.12726,1.01404,0.75133,0.33522,2.97122,0.73655,1.90861
2021-01-02 12:39:00,4a,0.19548,0.16202,0.10052,0.17035,0.12569,0.11512,1.15578,0.57914,0.28629,2.90617,0.89188,1.91773
2021-01-02 12:39:00,4a,0.16347,0.13197,0.14746,0.18331,0.16108,0.1129,1.19973,0.8823,0.34159,2.5816,0.91055,1.97517
2021-01-02 12:39:00,4a,0.192,0.1321,0.09528,0.14405,0.17424,0.11962,0.88623,0.85468,0.36888,2.57897,0.9969,1.92301
2021-01-02 12:39:00,4a,0.1809,0.11449,0.13004,0.14843,0.10209,0.10933,1.26635,0.72875,0.35856,2.80069,0.96399,1.91543
2021-01-02 12:39:00,4a,0.11853,0.12164,0.11189,0.15538,0.13038,0.12107,1.19378,0.54728,0.36435,2.45432,0.95347,1.97745
2021-01-02 12:39:00,4a,0.15747,0.13858,0.12032,0.19054,0.12171,0.13916,1.12373,0.37321,0.25634,3.02561,0.76306,1.94438
2021-01-02 12:39:00,4a,0.16447,0.15076,0.11322,0.21777,0.17252,0.12957,1.12208,0.70085,0.3859,3.22974,0.67052,1.87416
2021-01-02 12:39:00,4a,0.17643,0.16971,0.11839,0.16659,0.16802,0.12288,0.91499,1.03049,0.4847,2.86586,0.71866,1.88385
2021-01-02 12:39:00,4a,0.21291,0.13252,0.09925,0.1604,0.14597,0.10973,1.04172,0.93775,0.33494,2.82279,0.71321,1.95101
2021-01-02 12:39:00,4a,0.1523,0.14013,0.09796,0.13989,0.14701,0.15389,1.50333,0.51562,0.28096,2.82401,0.91508,1.88971
2021-01-02 12:39:00,4a,0.1452,0.17693,0.12462,0.16939,0.1223,0.18747,1.39872,0.64348,0.40181,2.4995,0.98888,1.95273
2021-01-02 12:39:00,4a,0.15085,0.11997,0.14319,0.1537,0.13754,0.10663,0.93577,0.8611,0.39141,2.75753,0.88062,2.01497
2021-01-02 12:40:00,4a,0.17225,0.14048,0.11697,0.14795,0.12935,0.1367,0.98739,0.71994,0.51882,2.71657,0.98442,2.16174
2021-01-02 12:40:00,4a,0.17619,0.1438,0.10385,0.2046,0.14406,0.12757,1.16427,0.51221,0.40823,2.84498,0.89635,1.95903
2021-01-02 12:40:00,4a,0.16936,0.14308,0.11039,0.18564,0.14945,0.15033,1.3938,0.46394,0.28599,2.67816,0.84378,1.96573
2021-01-02 12:40:00,4a,0.18396,0.12361,0.14523,0.22805,0.12675,0.12562,1.09923,0.62235,0.39288,2.95626,0.73907,1.90583
2021-01-02 12:40:00,4a,0.14327,0.13974,0.12113,0.17208,0.14624,0.15311,1.10676,0.95495,0.45711,3.15532,0.71421,1.92893
2021-01-02 12:40:00,4a,0.1117,0.15544,0.17984,0.20419,0.11214,0.15097,1.11266,0.90583,0.38562,2.75153,0.74402,1.81839
2021-01-02 12:40:00,4a,0.14968,0.13711,0.12918,0.15046,0.12345,0.14491,1.29762,0.61902,0.28857,2.7639,0.86211,1.90085
2021-01-02 12:40:00,4a,0.20839,0.15275,0.11636,0.158,0.12019,0.12787,1.24849,0.50393,0.35448,2.64383,0.90607,1.96
2021-01-02 12:40:00,4a,0.20023,0.13217,0.12801,0.1955,0.1609,0.10651,1.20516,0.7862,0.36049,2.99741,0.85658,2.03627
2021-01-02 12:40:00,4a,0.15582,0.11864,0.13447,0.17699,0.1186,0.12966,0.91725,0.88823,0.42879,2.73741,0.92566,2.0354
2021-01-02 12:40:00,4a,0.1715,0.12101,0.14438,0.17988,0.14246,0.1159,1.09641,0.70711,0.41588,2.65814,0.95516,1.93295
2021-01-02 12:40:00,4a,0.23077,0.14288,0.10687,0.1534,0.12799,0.11185,1.72339,0.44704,0.3046,2.99232,0.79065,1.95597
2021-01-02 12:40:00,4a,0.18215,0.10855,0.13285,0.25554,0.15005,0.10324,1.24863,0.41879,0.29531,3.00381,0.7117,1.8683
2021-01-02 12:40:00,4a,0.17786,0.11491,0.09896,0.24144,0.1421,0.12037,0.98696,0.96385,0.49817,3.191,0.66906,1.94574
2021-01-02 12:40:00,4a,0.21211,0.10219,0.11877,0.16996,0.13078,0.09795,1.09398,1.02789,0.50665,2.99498,0.79254,1.98284
2021-01-02 12:40:00,4a,0.1746,0.17317,0.12251,0.16468,0.12235,0.14789,1.03672,0.90306,0.36162,2.74994,0.80603,2.0086
2021-01-02 12:40:00,4a,0.18042,0.11783,0.11617,0.20243,0.14766,0.11069,1.47106,0.56884,0.26735,2.89183,0.82152,1.93326
2021-01-02 12:40:00,4a,0.19677,0.14972,0.1206,0.15028,0.15602,0.1458,1.63032,0.60594,0.34584,2.69058,0.87445,1.9313
2021-01-02 12:40:00,4a,0.17298,0.11777,0.1382,0.19702,0.14941,0.12282,1.2751,0.82341,0.40968,2.8147,0.8683,1.94446
2021-01-02 12:40:00,4a,0.1683,0.11897,0.10245,0.2239,0.11836,0.10571,0.91616,0.76068,0.40625,2.8317,0.97452,2.11751
2021-01-02 12:40:00,4a,0.15831,0.15685,0.1166,0.25043,0.14172,0.1337,1.17093,0.78423,0.34645,2.77388,0.92175,2.02068
2021-01-02 12:40:00,4a,0.11416,0.15965,0.12363,0.13633,0.14387,0.12569,1.16146,0.62725,0.40662,2.98911,0.8626,1.93349
2021-01-02 12:40:00,4a,0.20559,0.14822,0.13921,0.20415,0.12092,0.12367,1.39956,0.38412,0.27895,3.05294,0.75733,1.90437
2021-01-02 12:40:00,4a,0.14526,0.13366,0.11214,0.26067,0.14684,0.12428,1.12929,0.70912,0.34033,2.93509,0.64083,1.98805
2021-01-02 12:40:00,4a,0.1762,0.10471,0.11526,0.18333,0.0901,0.13531,0.97014,1.1291,0.53952,3.12264,0.71289,1.89497
2021-01-02 12:40:00,4a,0.21849,0.1213,0.12033,0.18445,0.11216,0.16376,1.0701,0.89969,0.34554,2.57632,0.87571,1.88701
2021-01-02 12:40:00,4a,0.22853,0.13207,0.15659,0.20995,0.14995,0.16936,1.67056,0.54431,0.29339,2.80324,0.86688,1.9388
2021-01-02 12:40:00,4a,0.14058,0.10741,0.08252,0.26754,0.16391,0.10318,1.40833,0.65352,0.34481,2.67616,0.91148,2.0512
2021-01-02 12:41:00,4a,0.10093,0.09456,0.12515,0.17393,0.12238,0.14181,1.02844,0.66042,0.39659,2.87697,0.9842,2.1217
2021-01-02 12:41:00,4a,0.13345,0.12612,0.14951,0.18291,0.15551,0.11816,1.02914,0.8404,0.4693,3.1085,0.95368,2.10554
2021-01-02 12:41:00,4a,0.16557,0.13607,0.13609,0.20295,0.12106,0.12783,1.27455,0.55277,0.43311,2.70665,0.99945,1.91087
2021-01-02 12:41:00,4a,0.20383,0.12602,0.14041,0.19457,0.17379,0.12796,1.20666,0.46335,0.30652,2.82559,0.70896,1.92857
2021-01-02 12:41:00,4a,0.18114,0.12481,0.13471,0.23193,0.12063,0.11781,1.39154,0.87865,0.43534,3.08169,0.60857,1.78219
2021-01-02 12:41:00,4a,0.21752,0.15602,0.10535,0.15546,0.17118,0.1033,1.13172,1.12746,0.54267,3.04397,0.66067,1.84911
2021-01-02 12:41:00,4a,0.17185,0.1273,0.18167,0.1607,0.1257,0.13599,0.97781,1.02513,0.37744,2.7652,0.75667,1.90246
2021-01-02 12:41:00,4a,0.17289,0.14491,0.10659,0.17467,0.15756,0.13277,1.37072,0.46823,0.31257,2.73984,0.87578,1.88562
2021-01-02 12:41:00,4a,0.20577,0.15093,0.14007,0.14193,0.15448,0.14007,1.55485,0.62937,0.38252,2.8083,0.95104,2.02551
2021-01-02 12:41:00,4a,0.19407,0.12472,0.09485,0.20709,0.13791,0.15056,1.25316,0.75699,0.3723,2.61715,0.87745,2.14632
2021-01-02 12:41:00,4a,0.23739,0.13909,0.08601,0.15177,0.15948,0.14537,1.14206,0.78975,0.42781,2.90283,0.87887,2.04599
2021-01-02 12:41:00,4a,0.13727,0.10249,0.10951,0.21741,0.12274,0.1239,1.21176,0.68362,0.38326,2.81585,0.811,1.82214
2021-01-02 12:41:00,4a,0.19115,0.10777,0.08496,0.19926,0.1464,0.13512,1.39161,0.53025,0.26836,2.81385,0.72507,1.81272
2021-01-02 12:41:00,4a,0.1522,0.13795,0.11606,0.21734,0.12691,0.1691,1.45621,0.62272,0.31904,3.06852,0.60746,1.91911
2021-01-02 12:41:00,4a,0.1827,0.12516,0.12982,0.19362,0.14711,0.1147,0.98203,0.97004,0.45519,3.05612,0.64655,1.96075
2021-01-02 12:41:00,4a,0.19279,0.11467,0.12818,0.18056,0.15732,0.12958,1.08088,0.9292,0.42529,2.96143,0.77562,1.94669
2021-01-02 12:41:00,4a,0.25591,0.1304,0.12188,0.15526,0.09215,0.12469,1.18539,0.67081,0.35567,2.97139,0.84703,1.94527
2021-01-02 12:41:00,4a,0.17773,0.12368,0.1174,0.22904,0.14183,0.12677,1.22286,0.36968,0.32831,2.73569,0.88045,1.92014
2021-01-02 12:41:00,4a,0.15654,0.18307,0.15318,0.19892,0.14936,0.10451,1.22362,0.51587,0.27641,2.70305,0.848,1.95074
2021-01-02 12:41:00,4a,0.20168,0.13248,0.1296,0.19754,0.14383,0.13342,1.13618,0.7628,0.34153,3.07316,0.894,2.0699
2021-01-02 12:41:00,4a,0.16773,0.14194,0.11977,0.20135,0.11496,0.1557,0.99888,0.81783,0.43061,2.70027,0.83671,2.00404
2021-01-02 12:41:00,4a,0.20402,0.13214,0.10675,0.18005,0.13815,0.11506,0.94364,0.72826,0.36682,3.11154,0.80282,1.83137
2021-01-02 12:41:00,4a,0.17368,0.14895,0.1284,0.21827,0.10379,0.12641,1.37304,0.45453,0.29576,2.88749,0.76891,1.82709
2021-01-02 12:41:00,4a,0.15298,0.11016,0.12554,0.21096,0.14806,0.13416,1.22674,0.68648,0.29959,3.04115,0.6497,1.98001
2021-01-02 12:41:00,4a,0.17742,0.13372,0.1196,0.1563,0.11845,0.13069,0.94697,0.91137,0.43713,3.03176,0.77569,1.94646
2021-01-02 12:41:00,4a,0.27904,0.15247,0.09305,0.14486,0.1422,0.1487,0.97534,0.93815,0.41636,2.48189,0.88997,1.90828
2021-01-02 12:41:00,4a,0.21422,0.12667,0.11662,0.18675,0.12634,0.15638,1.18586,0.62232,0.34678,2.67512,0.96203,1.93398
2021-01-02 12:41:00,4a,0.22197,0.12736,0.12798,0.21345,0.17944,0.1183,1.25191,0.44318,0.3269,2.4638,1.00424,1.94529
2021-01-02 12:42:00,4a,0.17883,0.15079,0.11965,0.15063,0.16812,0.15375,1.41663,0.6521,0.38416,2.71295,0.95685,2.05123
2021-01-02 12:42:00,4a,0.13603,0.15035,0.11191,0.21596,0.16033,0.12895,0.9728,0.80086,0.41502,2.93942,0.88655,1.99569
2021-01-02 12:42:00,4a,0.19665,0.14742,0.1278,0.17134,0.15556,0.10699,1.16741,0.70987,0.47553,2.5758,0.91987,1.97353
2021-01-02 12:42:00,4a,0.18354,0.16076,0.12018,0.16093,0.16361,0.14991,1.38519,0.56868,0.35059,2.93553,0.70084,1.95666
2021-01-02 12:42:00,4a,0.2262,0.11545,0.14666,0.21135,0.13597,0.12799,1.31497,0.51961,0.27364,2.98009,0.63315,1.84955
2021-01-02 12:42:00,4a,0.16627,0.16287,0.12846,0.21594,0.16043,0.12352,1.06907,0.82134,0.46296,3.03605,0.71499,2.02517
2021-01-02 12:42:00,4a,0.16161,0.15711,0.1284,0.11082,0.14731,0.11629,1.00266,0.98755,0.42794,2.8957,0.81391,2.04993
2021-01-02 12:42:00,4a,0.14487,0.15221,0.16032,0.16069,0.16649,0.13262,1.2057,0.76345,0.27268,2.46694,0.94859,1.99056
2021-01-02 12:42:00,4a,0.14979,0.13766,0.11888,0.18023,0.11697,0.17896,1.56592,0.41861,0.35645,2.64881,0.96549,1.97051
2021-01-02 12:42:00,4a,0.11962,0.11676,0.12921,0.14322,0.10339,0.14537,1.5107,0.63804,0.33133,2.83622,0.96209,2.07102
2021-01-02 12:42:00,4a,0.12395,0.1213,0.15225,0.23117,0.1248,0.1055,1.09,0.75171,0.39351,3.01586,0.90562,2.10807
2021-01-02 12:42:00,4a,0.17404,0.11575,0.11726,0.12982,0.13523,0.13315,0.99777,0.8505,0.43515,2.75977,0.86243,1.96802
2021-01-02 12:42:00,4a,0.14091,0.1387,0.10611,0.16775,0.14097,0.13225,1.27933,0.69855,0.40075,2.89824,0.88355,1.96088
2021-01-02 12:42:00,4a,0.20617,0.17418,0.11521,0.20538,0.13261,0.14593,1.33563,0.50521,0.29381,2.96727,0.66807,1.85589
2021-01-02 12:42:00,4a,0.18913,0.15574,0.16608,0.1873,0.13156,0.13707,1.3396,0.73965,0.35871,3.15009,0.58151,1.95251
2021-01-02 12:42:00,4a,0.21855,0.12573,0.11627,0.19609,0.133,0.17761,1.05029,1.02986,0.49552,2.93706,0.80868,1.8987
2021-01-02 12:42:00,4a,0.19931,0.14012,0.11183,0.14431,0.14929,0.15167,1.02865,0.75517,0.31248,2.79698,0.91638,1.94258
2021-01-02 12:42:00,4a,0.24323,0.16045,0.12809,0.19456,0.11339,0.11705,1.47196,0.44469,0.32247,2.65494,1.01669,1.96012
2021-01-02 12:42:00,4a,0.18407,0.16335,0.11053,0.1938,0.11658,0.12132,1.40284,0.44648,0.31977,2.55058,0.96044,1.97876
2021-01-02 12:42:00,4a,0.24261,0.14995,0.13117,0.22145,0.12689,0.12686,1.10706,0.6143,0.32444,2.57514,0.87119,2.03047
2021-01-02 12:42:00,4a,0.19069,0.1453,0.09485,0.2031,0.14022,0.10829,1.15949,0.80125,0.4775,3.12655,0.87577,2.11526
2021-01-02 12:42:00,4a,0.19295,0.18653,0.14747,0.16507,0.12166,0.1369,1.35257,0.67537,0.37722,2.8397,0.80744,1.94876
2021-01-02 12:42:00,4a,0.18283,0.15583,0.10173,0.17549,0.0962,0.10305,1.18185,0.59605,0.29321,2.89561,0.80805,1.95194
2021-01-02 12:42:00,4a,0.20947,0.14811,0.1197,0.19314,0.14809,0.11125,1.3126,0.62316,0.27071,2.96015,0.63883,1.84808
2021-01-02 12:42:00,4a,0.25197,0.13845,0.11403,0.16299,0.13222,0.12713,1.15573,1.04897,0.38282,3.10009,0.68004,1.96736
2021-01-02 12:42:00,4a,0.15378,0.1259,0.13101,0.14281,0.13784,0.11149,1.04068,0.93727,0.41057,2.76144,0.83116,1.9753
2021-01-02 12:42:00,4a,0.20358,0.15031,0.09823,0.18066,0.12516,0.10341,1.14117,0.43051,0.37687,2.4581,1.06503,2.00571
2021-01-02 12:43:00,4a,0.14152,0.15319,0.15125,0.2022,0.13476,0.14829,1.43157,0.47716,0.32929,2.76646,0.91962,2.02906
2021-01-02 12:43:00,4a,0.19891,0.13147,0.11198,0.25231,0.12626,0.17702,1.21057,0.82681,0.40029,2.95401,0.90869,2.06227
2021-01-02 12:43:00,4a,0.17881,0.14515,0.13404,0.15663,0.1332,0.10355,0.92853,0.8547,0.48338,2.79429,0.85498,1.99813
2021-01-02 12:43:00,4a,0.21925,0.13992,0.12563,0.17765,0.14636,0.1208,1.39586,0.65027,0.46568,2.80702,0.90168,1.95931
2021-01-02 12:43:00,4a,0.21765,0.15427,0.11694,0.19388,0.15207,0.10653,1.38709,0.46653,0.2891,2.76025,0.78052,1.83578
